mfcc_1_mean,mfcc_1_std,mfcc_1_min,mfcc_1_max,mfcc_2_mean,mfcc_2_std,mfcc_2_min,mfcc_2_max,mfcc_3_mean,mfcc_3_std,mfcc_3_min,mfcc_3_max,mfcc_4_mean,mfcc_4_std,mfcc_4_min,mfcc_4_max,mfcc_5_mean,mfcc_5_std,mfcc_5_min,mfcc_5_max,mfcc_6_mean,mfcc_6_std,mfcc_6_min,mfcc_6_max,mfcc_7_mean,mfcc_7_std,mfcc_7_min,mfcc_7_max,mfcc_8_mean,mfcc_8_std,mfcc_8_min,mfcc_8_max,mfcc_9_mean,mfcc_9_std,mfcc_9_min,mfcc_9_max,mfcc_10_mean,mfcc_10_std,mfcc_10_min,mfcc_10_max,mfcc_11_mean,mfcc_11_std,mfcc_11_min,mfcc_11_max,mfcc_12_mean,mfcc_12_std,mfcc_12_min,mfcc_12_max,mfcc_13_mean,mfcc_13_std,mfcc_13_min,mfcc_13_max
-463.871,108.19042,-758.5127,-167.72191,100.51275,26.104982,3.6478004,172.02283,-7.000149,11.200035,-55.575363,19.832743,17.74593,6.8963037,-10.421716,27.739706,14.374908,18.881546,-60.507713,30.474094,14.376558,6.12236,-8.425047,29.508888,12.1153345,4.506387,3.5283651,31.293068,12.026459,6.778237,-14.576434,23.53682,7.717895,4.214203,-2.829646,20.156918,7.924894,4.343938,-9.670397,17.370121,-0.34532294,3.7258227,-7.903173,9.826256,1.8295816,3.3224812,-8.163239,9.940436,-3.076939,3.924024,-12.986301,6.418255
